RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
1069,15680303,Gibson,594,France,Male,57,6,$0,1,1,0,"$19,377",1
1070,15628674,Iadanza,844,France,Male,40,7,"$113,348",1,1,0,"$31,904",1
1071,15648075,Hebert,686,Germany,Female,47,5,"$170,936",1,1,0,"$173,180",1
1072,15586970,Pinto,695,Germany,Male,52,8,"$103,023",1,1,1,"$22,486",0
1073,15625698,Dumetochukwu,624,Spain,Female,23,6,$0,2,0,1,"$196,669",0
1074,15790497,Ross,503,Spain,Male,37,6,$0,2,0,0,"$136,507",0
1075,15682618,Jamieson,535,France,Female,31,7,"$111,855",2,1,1,"$36,279",0
1076,15762937,Chiganu,743,Germany,Female,32,6,"$140,349",2,1,1,"$163,254",0
1077,15750929,Burgess,702,Spain,Male,39,8,$0,2,1,0,"$99,654",0
1078,15729832,Cheng,658,France,Male,29,3,"$145,513",1,1,0,"$20,207",0
1079,15633650,Woods,677,Germany,Female,41,8,"$146,721",2,1,1,"$4,196",0
1080,15748856,Liang,664,France,Male,32,10,"$107,210",1,1,1,"$112,340",0
1081,15589195,Bluett,766,Germany,Female,38,7,"$130,934",1,0,1,"$2,036",0
1082,15699911,Chapman,461,Spain,Female,35,8,$0,1,1,0,"$132,296",0
1083,15663438,Andrejew,688,Spain,Male,36,0,"$89,772",1,1,0,"$177,384",1
1084,15692583,Udobata,678,France,Female,32,5,$0,2,1,0,"$90,284",0
1085,15591257,Ejimofor,796,France,Male,24,8,$0,2,1,0,"$61,349",0
1086,15646513,Spyer,803,France,Male,42,5,$0,1,1,0,"$196,467",1
1087,15708063,Walker,712,France,Male,36,2,"$100,750",3,0,0,"$70,758",1
1088,15696098,Palermo,498,France,Female,31,10,$0,2,1,0,"$13,893",0
1089,15645517,Philip,850,Spain,Male,22,2,$0,2,1,1,"$9,685",0
1090,15649744,Fallaci,628,France,Female,51,3,"$123,981",2,1,1,"$40,546",0
1091,15604304,Perry,539,Germany,Female,34,4,"$91,622",1,1,1,"$136,603",0
1092,15784092,Henderson,732,France,Male,36,7,"$126,196",1,1,1,"$133,172",0
1093,15585198,Bergamaschi,715,France,Male,41,4,"$94,268",1,0,1,"$152,821",1
1094,15624347,Fokine,651,France,Male,40,4,$0,2,1,1,"$147,716",0
1095,15621687,Mackay,813,France,Male,34,0,$0,2,1,0,"$43,169",0
1096,15689081,Wu,692,France,Male,29,4,$0,1,1,0,"$76,756",1
1097,15813168,Maslova,756,Germany,Female,39,3,"$100,718",3,1,1,"$73,406",1
1098,15604295,Wei,543,France,Male,36,6,$0,2,1,0,"$176,728",0
1099,15724127,McLean,790,France,Female,26,4,"$141,582",2,0,0,"$98,309",0
1100,15673055,Sung,494,Spain,Male,38,7,$0,2,1,1,"$6,204",0
1101,15768201,Paterson,850,France,Female,39,2,"$148,587",1,1,1,"$176,791",0
1102,15782219,Fanucci,703,Spain,Male,29,9,$0,2,1,0,"$50,679",0
1103,15746410,Thompson,432,Spain,Male,38,7,$0,2,1,0,"$150,581",0
1104,15780144,Tisdall,512,Germany,Female,32,2,"$123,404",2,1,0,"$80,120",0
1105,15590476,Onochie,589,France,Male,28,7,$0,2,1,0,"$151,646",0
1106,15624293,Mironova,514,France,Female,46,3,"$106,512",1,1,0,"$55,072",0
1107,15618182,Ndubueze,678,France,Female,38,2,$0,2,0,0,"$115,069",0
1108,15660316,Stephenson,420,Germany,Female,34,1,"$135,550",1,0,0,"$149,471",1
1109,15678886,Golubev,679,Germany,Male,38,7,"$110,555",2,1,0,"$46,523",0
1110,15616330,Liao,595,France,Male,31,4,$0,2,1,0,"$189,996",0
1111,15592229,Mullan,713,France,Female,52,0,"$185,892",1,1,1,"$46,370",1
1112,15798424,Glover,833,Germany,Male,59,1,"$130,855",1,1,1,"$30,723",1
1113,15714750,Northey,690,France,Female,42,3,"$92,578",2,0,0,"$70,811",0
1114,15648800,Paterson,731,Germany,Female,21,8,"$132,312",1,1,0,"$106,663",1
1115,15626147,Maclean,608,France,Female,62,8,"$144,977",1,0,0,"$175,836",1
1116,15626608,Howarde,479,Spain,Male,48,5,"$87,070",1,0,1,"$85,646",0
1117,15723250,Teng,519,France,Male,42,8,$0,2,1,1,"$101,486",0
1118,15592583,Colman,731,France,Female,47,1,"$115,414",3,0,0,"$191,735",1
1119,15759381,Johnson,617,Spain,Male,61,7,"$91,070",1,1,1,"$101,840",0
1120,15585241,Butcher,756,Spain,Male,29,2,"$117,412",2,1,0,"$4,889",0
1121,15589358,Stanley,848,Germany,Male,31,4,"$90,018",2,1,0,"$193,133",0
1122,15672704,Jackson,809,France,Female,24,4,$0,2,1,0,"$193,519",0
1123,15789955,Hu,698,Germany,Male,56,1,"$112,415",2,0,0,"$93,982",1
1124,15596800,Hill,779,Germany,Male,33,1,"$158,457",1,1,1,"$197,001",1
1125,15627305,Pan,606,Spain,Male,35,7,$0,1,1,0,"$106,837",1
1126,15645316,Han,612,Germany,Female,58,1,"$149,642",1,1,1,"$115,161",0
1127,15593973,Wilkie,663,Spain,Female,33,8,"$122,528",1,1,0,"$196,260",0
1128,15647301,Bray,549,Germany,Female,45,3,"$143,734",2,1,1,"$96,404",0
1129,15750258,Ann,675,France,Female,32,2,"$155,663",1,1,0,"$97,659",0
1130,15685309,Souter,669,France,Female,35,7,$0,1,1,1,"$49,108",1
1131,15628205,Greco,571,Germany,Female,34,1,"$101,737",1,0,1,"$195,652",0
1132,15733974,Mao,500,Spain,Male,37,9,"$125,822",1,1,0,"$111,698",0
1133,15762110,Anderson,628,France,Male,37,0,$0,2,1,1,"$171,708",0
1134,15706899,Ma,559,France,Male,34,4,$0,2,1,1,"$66,722",0
1135,15732660,Black,769,France,Female,27,2,$0,1,1,1,"$57,876",0
1136,15656121,Medvedeva,733,Germany,Male,31,6,"$157,791",2,0,0,"$177,995",0
1137,15614220,Benson,750,France,Male,22,5,$0,2,0,1,"$105,126",0
1138,15645269,Duncan,583,France,Female,42,4,$0,2,1,0,"$17,440",0
1139,15698510,Onwudiwe,468,Germany,Male,42,9,"$181,627",2,1,0,"$172,668",0
1140,15569247,Mitchell,727,Spain,Female,57,1,"$109,680",1,0,1,$753,0
1141,15566251,Ferrari,618,France,Female,37,5,"$96,653",1,1,0,"$98,686",1
1142,15716134,Russo,617,France,Male,40,5,"$190,008",2,1,1,"$107,048",0
1143,15763625,Hazon,793,Spain,Male,41,9,$0,2,1,0,"$152,154",0
1144,15605965,Henderson,630,France,Male,43,9,$0,2,1,1,"$34,338",0
1145,15694821,Hardy,765,Germany,Male,43,4,"$148,963",1,0,1,"$173,879",1
1146,15601688,Piccio,546,France,Male,28,8,$0,1,1,0,"$159,254",0
1147,15575581,Dickson,614,Germany,Female,30,3,"$131,345",2,1,0,"$54,777",0
1148,15671209,Holden,593,Germany,Female,29,5,"$101,714",3,1,0,"$134,595",0
1149,15616529,Hsieh,613,Spain,Male,34,3,$0,1,1,1,"$41,725",0
1150,15773906,Doherty,655,France,Male,38,4,$0,2,0,0,"$110,528",0
1151,15722993,Page,700,France,Female,27,6,"$137,963",1,0,0,"$8,997",0
1152,15752463,Samuel,826,Spain,Female,29,4,"$129,938",1,0,1,"$190,201",0
1153,15589754,Malloy,652,Germany,Male,45,2,"$151,421",1,0,1,"$115,333",0
1154,15669899,Fitts,755,Germany,Female,45,7,"$135,643",1,0,0,"$143,620",1
1155,15766887,Iadanza,538,Spain,Male,39,2,"$122,774",2,1,1,"$58,467",0
1156,15768006,Wu,729,France,Male,34,3,"$152,304",1,1,0,"$12,129",0
1157,15741295,Yefimova,615,France,Male,49,3,$0,2,1,1,"$49,872",0
1158,15811327,Pan,700,Spain,Male,54,1,"$79,416",1,0,1,"$139,736",0
1159,15690007,Ts'ui,434,Germany,Female,58,9,"$125,801",2,1,0,"$60,892",1
1160,15690664,Liang,729,Spain,Male,37,10,$0,2,1,0,"$100,863",0
1161,15719348,Tsao,513,France,Male,35,8,$0,1,1,0,"$76,640",1
1162,15781802,Abramov,755,France,Male,41,6,"$104,817",1,1,0,"$126,014",1
1163,15752731,Millar,615,France,Female,30,9,$0,1,1,0,"$87,348",0
1164,15600997,Demuth,747,Germany,Female,32,5,"$67,495",2,0,1,"$77,370",0
1165,15750776,Genovese,850,France,Female,36,0,"$164,851",1,1,1,"$62,722",0
1166,15723907,Lawless,712,Germany,Female,49,5,"$154,776",2,0,0,"$196,258",0
1167,15633419,Brooks,622,Germany,Female,28,1,"$143,125",2,1,0,"$81,724",0
1168,15702430,Ignatyeva,548,France,Female,35,10,$0,1,1,1,"$31,300",0
1169,15710456,Balmain,607,France,Female,27,2,$0,2,1,0,"$63,496",0
1170,15650351,Millar,653,France,Female,38,8,"$102,133",1,1,1,"$166,521",0
1171,15590820,Ecuyer,699,Spain,Male,26,6,"$79,932",1,0,0,"$150,242",0
1172,15640454,Parkhill,693,Germany,Male,40,0,"$120,712",1,0,0,"$27,345",1
1173,15697789,Li Fonti,647,Germany,Female,43,3,"$122,718",2,1,1,"$87,000",0
1174,15808182,Beneventi,478,Spain,Female,36,3,"$92,363",2,1,0,"$44,913",0
1175,15588670,Despeissis,705,Spain,Female,40,5,"$203,715",1,1,0,"$179,979",1
1176,15721292,Atkins,719,Spain,Male,39,5,$0,2,1,0,"$145,760",0
1177,15604217,Williams,726,France,Male,34,9,$0,2,0,0,"$14,122",0
1178,15651369,Wright,626,France,Male,21,1,$0,2,1,0,"$66,232",0
1179,15782454,Hancock,552,France,Male,49,4,$0,1,1,1,"$190,297",1
1180,15814032,Hsieh,807,Germany,Female,31,1,"$93,460",2,0,0,"$172,783",0
1181,15570326,Wilkins,621,France,Male,34,6,$0,2,1,1,"$99,128",0
1182,15624428,Longo,651,Germany,Female,24,7,"$40,225",1,1,1,"$178,341",0
1183,15755638,Mancini,673,France,Female,43,5,"$168,070",1,1,1,"$146,992",1
1184,15600992,Madukaego,652,France,Male,36,1,$0,2,1,1,"$151,315",0
1185,15755649,Winter-Irving,584,Germany,Male,47,7,"$130,539",1,1,0,"$92,916",0
1186,15795228,Stewart,756,France,Male,37,3,"$132,624",1,1,1,"$58,974",0
1187,15589257,Grant,670,France,Female,35,3,"$103,465",2,1,1,"$174,627",0
1188,15719302,Brennan,765,France,Female,50,9,"$126,548",1,1,1,"$79,580",1
1189,15639882,She,528,France,Male,30,2,"$128,263",2,1,0,"$50,771",0
1190,15791279,Murray,701,France,Male,40,5,"$169,743",1,1,1,"$153,538",1
1191,15636935,Rischbieth,797,France,Female,29,1,$0,2,1,1,"$132,975",0
1192,15686909,Lung,639,Germany,Male,27,3,"$150,796",1,0,1,"$85,209",0
1193,15589572,Otutodilichukwu,785,Spain,Female,61,4,"$129,856",2,1,0,"$170,215",1
1194,15779947,Thomas,363,Spain,Female,28,6,"$146,098",3,1,0,"$100,615",1
1195,15573769,Fiorentini,764,France,Female,24,7,$0,2,1,0,"$186,106",0
1196,15578866,Hughes,676,France,Female,43,2,$0,1,1,1,"$55,120",0
1197,15739131,Whitworth,718,Germany,Male,28,4,"$65,643",1,1,0,"$28,761",0
1198,15813444,McIntosh,590,Spain,Female,34,6,$0,2,1,0,"$171,021",0
1199,15678058,Ayers,584,France,Male,38,9,"$104,584",1,1,0,"$176,679",0
1200,15769169,Trentino,645,France,Male,41,7,$0,1,0,1,"$28,668",0
1201,15804602,Boyd,772,Germany,Male,30,6,"$99,785",2,0,0,"$197,238",0
1202,15651052,McMasters,399,Germany,Male,46,2,"$127,655",1,1,0,"$139,995",1
1203,15724334,Alekseyeva,529,France,Male,22,5,$0,1,1,0,"$151,170",0
1204,15569451,Miller,463,France,Male,35,2,"$101,257",1,1,1,"$118,114",0
1205,15650098,Baranova,630,France,Female,40,7,$0,2,1,1,"$34,453",0
1206,15724307,Mitchell,780,France,Male,76,10,"$121,314",1,0,1,"$64,872",0
1207,15599268,Yobachi,584,Spain,Male,32,5,$0,2,1,0,"$10,957",0
1208,15594864,Huang,752,Germany,Male,30,4,"$81,523",1,1,1,"$36,886",0
1209,15616451,Genovese,697,France,Female,47,6,"$128,253",1,1,1,"$168,053",0
1210,15715667,Sorokina,850,France,Female,32,7,$0,2,0,0,"$155,227",0
1211,15658969,Gray,711,France,Male,51,7,$0,3,1,0,"$38,410",1
1212,15738174,Ervin,452,France,Female,32,5,$0,2,0,1,"$75,279",0
1213,15813590,Vance,610,Spain,Male,42,6,$0,2,1,0,"$158,303",1
1214,15624229,Noble,694,France,Female,22,4,$0,2,1,1,"$11,526",0
1215,15674148,Milanesi,579,Spain,Male,33,6,$0,1,1,0,"$94,993",1
1216,15625080,Parkin,745,Spain,Female,54,8,$0,1,1,0,"$173,912",1
1217,15682528,Cremonesi,572,France,Male,33,5,$0,1,0,1,"$41,139",0
1218,15696900,Burns,505,Germany,Male,29,3,"$145,542",2,1,1,"$58,020",0
1219,15730038,Docherty,706,France,Female,23,5,$0,1,0,0,"$164,128",1
1220,15812272,Ugonna,693,Germany,Male,44,5,"$124,602",2,1,1,"$46,998",1
1221,15654654,L?,725,Germany,Female,33,7,"$115,183",2,1,1,"$177,279",0
1222,15697625,Bevan,791,France,Male,37,2,"$163,789",2,1,0,"$75,833",0
1223,15616280,Hsia,536,France,Male,46,1,"$65,733",1,1,0,"$61,095",0
1224,15654229,O'Neill,699,Spain,Male,47,1,$0,2,0,1,"$30,117",0
1225,15628298,Johnstone,500,Spain,Female,47,8,"$128,486",1,1,0,"$179,227",0
1226,15733387,Pham,707,Spain,Female,53,6,"$109,663",1,1,1,"$52,110",0
1227,15775572,Bergamaschi,531,Germany,Female,42,6,"$88,324",2,1,0,"$75,249",0
1228,15613844,Murphy,557,France,Female,28,7,"$146,445",2,1,0,"$184,318",0
1229,15578515,Osinachi,659,France,Female,38,3,$0,2,1,0,"$158,553",0
1230,15607598,Muravyov,575,Spain,Female,31,6,$0,2,1,1,"$95,686",0
1231,15742480,Igwebuike,775,Germany,Male,36,2,"$109,949",2,0,1,"$71,683",0
1232,15749482,Zack,772,Spain,Male,30,4,"$78,653",1,1,0,"$1,790",0
1233,15607537,Crawford,587,Germany,Male,46,9,"$107,851",1,1,0,"$139,431",1
1234,15575410,Chidiegwu,667,Germany,Female,39,4,"$83,765",2,1,0,"$118,359",0
1235,15684865,Lucchesi,771,France,Female,66,7,"$143,773",1,1,1,"$130,828",0
1236,15600700,Pan,523,Germany,Male,63,6,"$116,227",1,1,1,"$119,405",0
1237,15774155,Trevisani,662,Germany,Male,33,0,"$103,472",1,1,1,"$162,703",0
1238,15634267,Yudin,717,France,Male,42,5,$0,2,1,0,"$172,665",0
1239,15619626,Wade,746,France,Male,24,3,"$137,492",2,0,1,"$170,142",0
1240,15660422,Chung,569,France,Male,28,7,$0,2,1,0,"$73,977",0
1241,15617934,Septimus,579,France,Male,36,9,"$129,830",1,1,1,"$60,906",0
1242,15760774,Hargraves,519,France,Female,21,1,"$146,330",2,1,1,"$194,867",0
1243,15813132,Chukwukadibia,696,Germany,Male,30,4,"$114,028",1,1,1,"$193,717",0
1244,15593331,Sidorov,693,Germany,Male,25,6,"$146,581",1,0,1,"$14,633",0
1245,15616709,Bunton,587,Germany,Female,38,0,"$132,122",2,0,0,"$31,730",0
1246,15658052,Cameron,626,France,Female,44,10,"$81,554",1,1,0,"$20,064",1
1247,15721189,Kung,666,France,Female,66,7,$0,2,1,1,"$99,793",0
1248,15711288,Hay,512,France,Male,24,6,$0,2,1,0,"$37,654",0
1249,15770030,Conti,689,Spain,Female,28,3,$0,2,1,1,"$192,449",0
1250,15803681,Sims,803,France,Female,26,4,$0,2,1,1,"$181,208",0
1251,15702789,Carter,548,Germany,Male,32,5,"$175,215",1,1,1,"$155,166",0
1252,15814930,McGregor,588,Germany,Female,40,10,"$125,535",1,1,0,"$121,504",1
1253,15658306,Lo,693,France,Male,68,4,"$97,706",1,1,1,"$61,569",0
1254,15699523,Chu,499,Germany,Female,55,4,"$126,818",2,1,0,"$123,270",0
1255,15610383,Dumetolisa,628,France,Female,46,1,"$46,870",4,1,0,"$31,272",1
1256,15615032,Peng,624,Spain,Male,46,3,$0,2,1,1,"$62,825",0
1257,15781989,Drake-Brockman,733,France,Male,42,9,"$120,095",1,1,0,"$184,056",0
1258,15647402,Wan,628,France,Female,38,3,$0,2,1,1,"$48,925",0
1259,15740494,Cameron,633,France,Female,33,3,$0,2,1,0,"$191,111",0
1260,15701265,Tretiakov,559,Germany,Female,36,1,"$104,357",2,0,1,"$54,184",0
1261,15743532,Ball,704,Germany,Male,27,5,"$147,004",1,1,0,"$64,381",1
1262,15794870,Sal,744,Germany,Male,38,6,"$73,023",2,1,0,"$78,771",0
1263,15747591,Chung,665,Spain,Female,40,1,"$173,433",1,0,1,"$116,767",0
1264,15726557,Lai,638,France,Female,42,7,"$165,680",1,0,0,"$32,916",0
1265,15732199,Gether,837,Spain,Male,31,9,"$104,679",1,0,1,"$50,973",0
1266,15662291,Davidson,534,France,Female,55,8,"$116,973",3,1,0,"$122,067",1
1267,15749050,Justice,548,France,Female,36,3,$0,1,1,0,"$65,997",0
1268,15781586,Osonduagwuike,837,Germany,Male,38,2,"$126,733",1,1,1,"$79,577",0
1269,15617078,Ewing,658,France,Female,44,6,"$148,481",1,1,0,"$130,529",0
1270,15723339,Chin,554,France,Female,38,4,"$137,654",2,1,1,"$172,630",0
1271,15671322,Chiang,724,Germany,Male,30,7,"$115,315",1,1,0,"$15,217",0
1272,15793854,Ahmed,723,France,Male,42,2,"$99,096",1,1,1,"$17,513",0
1273,15756539,Marshall,585,Germany,Female,39,7,"$165,610",2,0,0,"$131,852",0
1274,15612064,Tsou,474,France,Male,33,5,$0,2,1,0,"$181,946",1
1275,15625916,Chien,562,Spain,Male,32,6,"$161,629",1,1,0,"$91,483",0
1276,15683195,Ubanwa,719,France,Male,32,9,"$146,605",1,1,1,"$77,119",0
1277,15690182,Kapustin,635,Germany,Male,37,5,"$113,489",1,1,0,"$95,612",1
1278,15721719,Calabresi,743,France,Male,42,7,"$77,002",2,1,1,"$80,428",0
1279,15641690,Hsiao,681,Spain,Male,67,7,$0,2,0,1,"$163,715",0
1280,15634896,Grant,521,France,Female,39,6,$0,2,0,1,"$27,375",0
1281,15671590,H?,741,Spain,Male,25,4,$0,2,1,1,"$73,874",0
1282,15779182,Chia,790,Spain,Male,46,8,"$182,365",1,0,0,"$139,266",1
1283,15778287,Ugoji,622,France,Male,35,8,$0,2,1,1,"$131,773",0
1284,15609510,Gregory,669,France,Male,45,7,"$149,365",1,0,1,"$173,454",0
1285,15742229,Mackay,583,France,Male,59,7,"$127,450",1,0,1,"$67,553",0
1286,15658532,Nnamutaezinwa,520,Spain,Female,63,5,"$162,278",1,1,1,"$34,765",0
1287,15590993,Findlay,579,Spain,Male,37,5,"$152,213",2,0,0,"$120,219",0
1288,15565701,Ferri,698,Spain,Female,39,9,"$161,994",1,0,0,"$90,212",0
1289,15597239,Ku,548,Spain,Male,39,7,"$131,468",1,1,0,"$164,976",0
1290,15688880,Amechi,672,Germany,Male,40,10,"$102,980",1,1,0,"$1,286",1
1291,15813917,Kirk,653,Germany,Male,31,9,"$143,322",1,1,0,"$83,679",0
1292,15679611,Andrews,734,Spain,Female,37,2,"$130,405",1,0,0,"$34,549",0
1293,15636589,Murray,794,France,Female,41,7,$0,2,1,1,"$74,275",0
1294,15687752,Griffin,641,France,Male,30,2,"$87,505",2,0,1,"$7,279",0
1295,15584363,Longstaff,824,France,Male,30,0,"$133,634",1,1,1,"$162,054",0
1296,15737748,McWilliam,534,Spain,Female,33,3,"$151,234",1,0,0,"$199,337",0
1297,15803365,Coffee,653,Spain,Male,55,2,"$70,264",1,0,1,"$62,348",0
1298,15793247,Hancock,498,France,Male,34,5,$0,2,1,1,"$91,712",0
1299,15572360,Clark,683,France,Male,30,10,"$57,657",1,0,0,"$79,241",0
1300,15795166,Creswell,618,Germany,Male,42,8,"$153,572",2,1,1,"$76,680",0
1301,15724620,Dodds,538,France,Male,37,1,"$134,752",1,1,0,"$162,512",0
1302,15800856,Ewen,643,Spain,Male,34,3,"$83,132",1,1,1,"$21,361",0
1303,15671097,Carter,428,France,Female,31,2,$0,2,1,0,"$54,487",0
1304,15683930,Ch'iu,593,Germany,Female,32,9,"$134,097",2,1,0,"$53,931",1
1305,15749004,Tsao,718,France,Female,31,0,"$118,101",2,1,0,"$103,165",0
1306,15800434,Burgess,811,Germany,Male,52,10,"$76,915",1,0,0,"$146,360",1
1307,15709117,Fanucci,823,Spain,Female,46,3,"$81,577",1,1,1,"$28,371",1
1308,15638806,Blackburn,645,Spain,Male,49,2,$0,2,0,0,"$10,023",0
1309,15662294,Bennett,710,France,Male,33,10,"$118,327",2,1,1,"$192,929",0
1310,15690079,Boniwell,591,Spain,Male,30,8,"$124,858",2,0,0,"$50,486",0
1311,15759317,Vasilieva,748,Germany,Female,27,2,"$90,972",1,1,1,"$131,662",0
1312,15750497,Longo,850,France,Female,37,7,"$153,148",1,1,1,"$152,235",0
1313,15596181,Kwemto,542,France,Male,38,8,"$65,942",1,1,1,"$68,093",1
1314,15576602,Lawrence,809,France,Male,38,3,$0,2,1,1,"$80,061",0
1315,15644833,Duncan,675,France,Male,54,2,$0,1,1,0,"$149,584",1
1316,15734634,Bocharova,607,Spain,Female,27,5,"$100,912",1,0,0,"$7,631",0
1317,15808689,Morres,850,France,Female,31,4,$0,2,1,1,"$33,083",0
1318,15720702,Shih,789,France,Male,37,3,$0,1,1,0,"$121,884",1
1319,15665077,Vogel,598,France,Female,43,5,$0,3,1,1,"$100,723",1
1320,15763612,T'an,756,Germany,Male,41,2,"$124,439",2,0,1,"$47,093",0
1321,15596493,Wisdom,687,France,Female,47,7,$0,2,1,1,"$177,624",0
1322,15704483,Lorenzo,724,France,Male,40,6,$0,2,0,0,"$106,149",0
1323,15598846,Shahan,700,France,Female,44,2,"$58,782",1,1,0,"$16,875",0
1324,15629244,Bryant,635,Spain,Male,50,7,"$159,454",2,0,0,"$54,561",1
1325,15765537,Liang,687,Germany,Male,26,2,"$142,722",1,1,1,"$153,606",0
1326,15729975,Chidozie,613,France,Female,46,8,"$167,796",1,0,1,"$44,390",0
1327,15682773,Hayward,781,France,Female,38,3,"$128,346",2,1,0,"$63,219",0
1328,15688007,Liu,703,Spain,Male,20,3,"$165,261",1,1,1,"$41,627",0
1329,15574331,Alexeeva,593,Germany,Female,62,3,"$118,234",1,0,1,"$24,766",1
1330,15645572,Calabresi,743,France,Female,40,6,$0,1,1,0,"$28,281",1
1331,15742854,Lettiere,640,Spain,Female,46,8,$0,2,1,0,"$89,043",0
1332,15575417,Chou,849,Germany,Male,37,7,"$143,453",2,1,1,"$17,294",0
1333,15796721,Nnamutaezinwa,778,France,Male,38,3,"$145,018",2,1,1,"$126,702",0
1334,15734942,Nnamutaezinwa,539,Germany,Female,38,8,"$82,408",1,1,0,"$13,123",0
1335,15664772,Greece,489,Germany,Male,28,1,"$79,461",2,1,1,"$167,974",0
1336,15576683,Yin,568,Spain,Female,43,9,$0,1,1,0,"$125,871",1
1337,15682563,Larionova,618,Spain,Male,38,5,"$126,474",1,1,0,"$91,972",0
1338,15650889,Golubev,710,Germany,Female,30,10,"$133,537",2,1,0,"$155,594",0
1339,15612108,Norman,625,France,Male,52,5,"$164,978",1,1,1,"$67,788",0
1340,15761132,Capon,682,Spain,Male,46,7,"$128,030",1,1,1,"$62,615",0
1341,15645511,Chukwudi,727,Spain,Male,43,2,"$97,403",1,1,1,"$107,415",1
1342,15609824,Fedorov,794,France,Female,41,7,"$176,845",3,1,0,"$166,526",1
1343,15640268,Avdeeva,652,Spain,Male,71,4,$0,1,1,1,"$120,107",0
1344,15645778,Reid,670,Spain,Male,42,3,"$81,589",1,1,0,"$188,228",0
1345,15691104,Kennedy,460,Germany,Female,40,6,"$119,508",2,1,0,"$91,561",1
1346,15714567,Chan,568,Spain,Female,26,6,$0,2,0,0,"$166,495",0
1347,15777826,Wofford,643,France,Male,30,5,"$94,444",1,1,1,"$165,614",0
1348,15668445,Mai,521,France,Male,37,2,$0,2,1,1,"$86,372",0
1349,15576162,King,615,France,Male,32,7,"$92,200",1,1,1,"$2,756",0
1350,15778135,T'ao,575,Spain,Male,43,3,$0,1,1,0,"$83,595",0
1351,15613141,Hsu,717,France,Female,41,3,"$135,757",1,1,1,"$103,706",0
1352,15635435,White,648,France,Female,54,9,"$120,633",1,0,0,"$5,924",1
1353,15596552,Stephens,535,Germany,Male,48,5,"$134,543",1,1,1,"$58,204",1
1354,15623644,Frolov,626,Spain,Male,29,7,$0,2,1,0,"$49,362",0
1355,15683403,Lombardi,611,Spain,Male,52,7,$0,1,0,1,"$73,585",1
1356,15615029,Munro,734,Spain,Male,39,6,$0,1,1,1,"$95,135",0
1357,15769005,Hayward,709,France,Male,49,4,"$154,344",2,1,1,"$38,795",0
1358,15746326,Fields,591,France,Male,43,3,$0,2,0,1,"$198,926",0
1359,15722364,Onwumelu,664,France,Male,43,9,"$189,027",2,1,1,"$56,100",0
1360,15704954,Suffolk,431,France,Male,37,0,"$120,764",1,1,1,"$117,023",0
1361,15694409,Tsao,647,Germany,Female,22,3,"$97,976",2,0,1,"$62,083",0
1362,15754068,Judd,578,France,Male,32,4,$0,2,1,1,"$141,823",0
1363,15683841,Hamilton,555,Germany,Male,41,10,"$113,270",2,1,1,"$185,387",0
1364,15789095,T'ang,775,Spain,Male,30,4,$0,2,0,1,"$57,461",0
1365,15719958,Degtyarev,850,Germany,Male,39,3,"$124,549",2,1,1,"$120,380",0
1366,15689514,Kang,625,France,Male,43,8,"$201,696",1,1,0,"$133,021",1
1367,15621353,Hudson,645,Spain,Female,37,7,$0,2,1,0,"$13,590",0
1368,15627232,Jibunoh,608,Germany,Male,44,7,"$114,203",1,1,1,"$77,830",1
1369,15745843,Kinlaw,689,Spain,Female,31,4,$0,2,1,1,"$136,610",0
1370,15722902,Chizuoke,652,Germany,Male,50,8,"$125,438",1,1,1,"$17,161",1
1371,15791767,Lucciano,769,France,Female,26,7,$0,2,1,0,"$176,844",0
1372,15792722,Omeokachie,611,France,Female,43,8,"$64,898",1,1,0,"$114,996",0
1373,15723006,Gorbunova,489,France,Male,38,8,$0,2,0,1,"$196,991",0
1374,15771942,Tikhonov,528,Germany,Female,46,9,"$135,556",1,1,0,"$133,146",1
1375,15774738,Campa,632,France,Male,44,3,"$107,765",1,1,0,"$185,668",0
1376,15574004,Mancini,429,France,Female,27,6,"$117,307",2,1,1,"$24,020",0
1377,15587233,Donoghue,457,France,Male,41,8,"$73,700",3,1,1,"$185,750",1
1378,15808228,Tuan,768,Spain,Female,44,6,"$60,603",1,1,1,"$178,046",0
1379,15682834,Johnstone,715,Spain,Female,35,4,"$40,170",2,1,1,"$199,857",0
1380,15571752,Romani,668,Germany,Female,32,10,"$92,042",1,1,1,"$43,596",0
